,output_file,content,restriction,sub_content
283,2,大型精密仪器开发与制造：电子显微镜、激光扫描显微镜、扫描隧道显微镜、电子探针、大型金相显微镜，光电直读光谱仪、拉曼光谱仪，质谱仪、色谱-质谱联用仪、核磁共振波谱仪、能谱仪、X射线荧光光谱仪、衍射仪，工业CT、450KV工业X射线探伤机、大型动平衡试验机、在线机械量自动检测系统、三座标测量机、激光比长仪，电法勘探仪、500m以上航空电法及伽玛能谱测量仪器、井中重力及三分量磁力仪、高精度微伽重力及航空重力梯度测量仪器，光栅尺、编码器,,大型精密仪器开发与制造：电子显微镜、激光扫描显微镜、扫描隧道显微镜、电子探针、大型金相显微镜，光电直读光谱仪、拉曼光谱仪，质谱仪、色谱-质谱联用仪、核磁共振波谱仪、能谱仪、X射线荧光光谱仪、衍射仪，工业CT、450KV工业X射线探伤机、大型动平衡试验机、在线机械量自动检测系统、三座标测量机、激光比长仪，电法勘探仪、500m以上航空电法及伽玛能谱测量仪器、井中重力及三分量磁力仪、高精度微伽重力及航空重力梯度测量仪器，光栅尺、编码器
284,3,高精度数字电压表、电流表制造（显示量程七位半以上）,,高精度数字电压表、电流表制造（显示量程七位半以上）
285,4,无功功率自动补偿装置制造,,无功功率自动补偿装置制造
286,5,安全生产新仪器设备制造,,安全生产新仪器设备制造
287,6,VXI总线式自动测试系统（符合IEEE1155国际规范）制造,,VXI总线式自动测试系统（符合IEEE1155国际规范）制造
288,7,煤矿井下监测及灾害预报系统、煤炭安全检测综合管理系统开发与制造,,煤矿井下监测及灾害预报系统、煤炭安全检测综合管理系统开发与制造
289,8,工程测量和地球物理观测设备制造：数字三角测量系统、三维地形模型数控成型系统(面积＞1000×1000mm、水平误差＜1mm、高程误差＜0.5mm）、超宽频带地震计(φ＜5cm、频带0.01-50Hz、等效地动速度噪声＜10-9m/s)、地震数据集合处理系统、综合井下地震和前兆观测系统、精密可控震源系统、工程加速度测量系统、高精度GPS接收机（精度1mm+1ppm）、INSAR图像接收及处理系统、INSAR图像接收及处理系统、精度＜1微伽的绝对重力仪、卫星重力仪、采用相干或双偏振技术的多普勒天气雷达、能见度测量仪、气象传感器（温、压、湿、风、降水、云、能见度、辐射、冻土、雪深）、防雷击系统、多级飘尘采样计、3-D超声风速仪、高精度智能全站仪、三维激光扫描仪、钻探用高性能金刚石钻头、无合作目标激光测距仪、风廓线仪（附带RASS）、GPS电子探控仪系统、CO2/H2O通量观测系统、边界层多普勒激光雷达、颗粒物颗粒经谱仪器（3nm-20μm）、高性能数据采集器、水下滑翔器,,工程测量和地球物理观测设备制造：数字三角测量系统、三维地形模型数控成型系统(面积＞1000×1000mm、水平误差＜1mm、高程误差＜0.5mm）、超宽频带地震计(φ＜5cm、频带0.01-50Hz、等效地动速度噪声＜10-9m/s)、地震数据集合处理系统、综合井下地震和前兆观测系统、精密可控震源系统、工程加速度测量系统、高精度GPS接收机（精度1mm+1ppm）、INSAR图像接收及处理系统、INSAR图像接收及处理系统、精度＜1微伽的绝对重力仪、卫星重力仪、采用相干或双偏振技术的多普勒天气雷达、能见度测量仪、气象传感器（温、压、湿、风、降水、云、能见度、辐射、冻土、雪深）、防雷击系统、多级飘尘采样计、3-D超声风速仪、高精度智能全站仪、三维激光扫描仪、钻探用高性能金刚石钻头、无合作目标激光测距仪、风廓线仪（附带RASS）、GPS电子探控仪系统、CO2/H2O通量观测系统、边界层多普勒激光雷达、颗粒物颗粒经谱仪器（3nm-20μm）、高性能数据采集器、水下滑翔器
290,9,环境监测仪器制造：SO2自动采样器及测定仪、NOX及NO2自动采样器及测定仪、O3自动监测仪、CO自动监测仪、烟气及Pm2.5粉尘采样器及采样切割器、便携式有毒有害气体测定仪、空气中有机污染物自动分析仪、COD自动在线监测仪、BOD自动在线监测仪、浊度在线监测仪、DO在线监测仪、TOC在线监测仪、氨氮在线监测仪、辐射剂量检测仪、射线分析测试仪、重金属在线监测设备、在线生物毒性水质预警监控设备,,环境监测仪器制造：SO2自动采样器及测定仪、NOX及NO2自动采样器及测定仪、O3自动监测仪、CO自动监测仪、烟气及Pm2.5粉尘采样器及采样切割器、便携式有毒有害气体测定仪、空气中有机污染物自动分析仪、COD自动在线监测仪、BOD自动在线监测仪、浊度在线监测仪、DO在线监测仪、TOC在线监测仪、氨氮在线监测仪、辐射剂量检测仪、射线分析测试仪、重金属在线监测设备、在线生物毒性水质预警监控设备
291,10,水文数据采集、处理与传输和防洪预警仪器及设备制造,,水文数据采集、处理与传输和防洪预警仪器及设备制造
292,11,海洋勘探监测仪器和设备制造：中深海水下摄像机和水下照相机、多波束探测仪、中浅地层剖面探测仪、走航式温盐深探测仪、磁通门罗盘、液压绞车、水下密封电子连接器、效率＞90%的反渗透海水淡化用能量回收装置、海洋生态系统监测浮标、剖面探测浮标、一次性使用的电导率温度和深度测量仪器(XCTD)、现场水质测量仪器、智能型海洋水质监测用化学传感器(连续工作3~6个月）、电磁海流计、声学多普勒海流剖面仪（自容式、直读式和船用式）、电导率温度深度剖面仪、声学应答释放器、远洋深海潮汐测量系统（布设海底）,,海洋勘探监测仪器和设备制造：中深海水下摄像机和水下照相机、多波束探测仪、中浅地层剖面探测仪、走航式温盐深探测仪、磁通门罗盘、液压绞车、水下密封电子连接器、效率＞90%的反渗透海水淡化用能量回收装置、海洋生态系统监测浮标、剖面探测浮标、一次性使用的电导率温度和深度测量仪器(XCTD)、现场水质测量仪器、智能型海洋水质监测用化学传感器(连续工作3~6个月）、电磁海流计、声学多普勒海流剖面仪（自容式、直读式和船用式）、电导率温度深度剖面仪、声学应答释放器、远洋深海潮汐测量系统（布设海底）
293,12,1000万像素以上数字照相机制造,,1000万像素以上数字照相机制造
294,13,办公机械制造：多功能一体化办公设备（复印、打印、传真、扫描），彩色打印设备，精度2400dpi及以上高分辨率彩色打印机头，感光鼓,,办公机械制造：多功能一体化办公设备（复印、打印、传真、扫描），彩色打印设备，精度2400dpi及以上高分辨率彩色打印机头，感光鼓
295,14,电影机械制造：2K、4K数字电影放映机，数字电影摄像机，数字影像制作、编辑设备,,电影机械制造：2K、4K数字电影放映机，数字电影摄像机，数字影像制作、编辑设备
296,（二十三）,工艺品及其他制造业,,工艺品及其他制造业
297,1,洁净煤技术产品的开发利用及设备制造（煤炭气化、液化、水煤浆、工业型煤）,,洁净煤技术产品的开发利用及设备制造（煤炭气化、液化、水煤浆、工业型煤）
298,2,煤炭洗选及粉煤灰（包括脱硫石膏）、煤矸石等综合利用,,煤炭洗选及粉煤灰（包括脱硫石膏）、煤矸石等综合利用
299,3,全生物降解材料的生产,,全生物降解材料的生产
300,4,废旧电器电子产品、汽车、机电设备、橡胶、金属、电池回收处理,,废旧电器电子产品、汽车、机电设备、橡胶、金属、电池回收处理
301,三、,制造业,,制造业
302,（一）,农副食品加工业,,农副食品加工业
303,1,豆油、菜籽油、花生油、棉籽油、茶籽油、葵花籽油、棕榈油等食用油脂加工（中方控股），大米、面粉加工，玉米深加工,中方控股,豆油、菜籽油、花生油、棉籽油、茶籽油、葵花籽油、棕榈油等食用油脂加工，大米、面粉加工，玉米深加工
304,2,生物液体燃料（燃料乙醇、生物柴油）生产（中方控股）,中方控股,生物液体燃料（燃料乙醇、生物柴油）生产
305,（二）,饮料制造业,,饮料制造业
306,1,黄酒、名优白酒生产（中方控股）,中方控股,黄酒、名优白酒生产
307,（三）,烟草制品业,,烟草制品业
308,1,打叶复烤烟叶加工生产,,打叶复烤烟叶加工生产
309,（四）,印刷业和记录媒介的复制,,印刷业和记录媒介的复制
310,（五）,石油加工、炼焦及核燃料加工业,,石油加工、炼焦及核燃料加工业
311,1,1000万吨/年以下常减压炼油、150万吨/年以下催化裂化、100万吨/年以下连续重整（含芳烃抽提）、150万吨/年以下加氢裂化生产,,1000万吨/年以下常减压炼油、150万吨/年以下催化裂化、100万吨/年以下连续重整（含芳烃抽提）、150万吨/年以下加氢裂化生产
312,（六）,化学原料及化学制品制造业,,化学原料及化学制品制造业
313,1,纯碱、烧碱以及规模以下或采用落后工艺的硫酸、硝酸、钾碱生产,,纯碱、烧碱以及规模以下或采用落后工艺的硫酸、硝酸、钾碱生产
314,2,感光材料生产,,感光材料生产
315,3,联苯胺生产,,联苯胺生产
316,4,易制毒化学品生产（麻黄素、3，4-亚基二氧苯基-2-丙酮、苯乙酸、1-苯基-2-丙酮、胡椒醛、黄樟脑、异黄樟脑、醋酸酐）,,易制毒化学品生产（麻黄素、3，4-亚基二氧苯基-2-丙酮、苯乙酸、1-苯基-2-丙酮、胡椒醛、黄樟脑、异黄樟脑、醋酸酐）
317,5,氟化氢等低端氟氯烃或氟氯化合物生产,,氟化氢等低端氟氯烃或氟氯化合物生产
318,6,丁二烯橡胶（高顺式丁二烯橡胶除外）、乳液聚合丁苯橡胶、热塑性丁苯橡胶生产,,丁二烯橡胶（高顺式丁二烯橡胶除外）、乳液聚合丁苯橡胶、热塑性丁苯橡胶生产
319,7,乙炔法聚氯乙烯以及规模以下乙烯和后加工产品生产,,乙炔法聚氯乙烯以及规模以下乙烯和后加工产品生产
320,8,采用落后工艺、含有有害物质、规模以下颜料和涂料生产,,采用落后工艺、含有有害物质、规模以下颜料和涂料生产
321,9,硼镁铁矿石加工,,硼镁铁矿石加工
322,10,资源占用大、环境污染严重、采用落后工艺的无机盐生产,,资源占用大、环境污染严重、采用落后工艺的无机盐生产
323,（七）,医药制造业,,医药制造业
324,1,氯霉素、青霉素G、洁霉素、庆大霉素、双氢链霉素、丁胺卡那霉素、盐酸四环素、土霉素、麦迪霉素、柱晶白霉素、环丙氟哌酸、氟哌酸、氟嗪酸生产,,氯霉素、青霉素G、洁霉素、庆大霉素、双氢链霉素、丁胺卡那霉素、盐酸四环素、土霉素、麦迪霉素、柱晶白霉素、环丙氟哌酸、氟哌酸、氟嗪酸生产
325,2,安乃近、扑热息痛、维生素B1、维生素B2、维生素C、维生素E、多种维生素制剂和口服钙剂生产,,安乃近、扑热息痛、维生素B1、维生素B2、维生素C、维生素E、多种维生素制剂和口服钙剂生产
326,3,纳入国家免疫规划的疫苗品种生产,,纳入国家免疫规划的疫苗品种生产
327,4,麻醉药品及一类精神药品原料药生产（中方控股）,中方控股,麻醉药品及一类精神药品原料药生产
328,5,血液制品的生产,,血液制品的生产
329,（八）,化学纤维制造业,,化学纤维制造业
330,1,常规切片纺的化纤抽丝生产,,常规切片纺的化纤抽丝生产
331,2,粘胶纤维生产,,粘胶纤维生产
332,（九）,有色金属冶炼及压延加工业,,有色金属冶炼及压延加工业
333,1,钨、钼、锡（锡化合物除外）、锑（含氧化锑和硫化锑）等稀有金属冶炼,,钨、钼、锡（锡化合物除外）、锑（含氧化锑和硫化锑）等稀有金属冶炼
334,2,电解铝、铜、铅、锌等有色金属冶炼,,电解铝、铜、铅、锌等有色金属冶炼
335,3,稀土冶炼、分离（限于合资、合作）,限于合资、合作,稀土冶炼、分离
336,（十）,通用设备制造业,,通用设备制造业
337,1,各类普通级（P0）轴承及零件（钢球、保持架）、毛坯制造,,各类普通级（P0）轴承及零件（钢球、保持架）、毛坯制造
338,2,400吨以下轮式、履带式起重机械制造（限于合资、合作）,限于合资、合作,400吨以下轮式、履带式起重机械制造
339,（十一）,专用设备制造业,,专用设备制造业
340,1,一般涤纶长丝、短纤维设备制造,,一般涤纶长丝、短纤维设备制造
341,2,320马力及以下推土机、30吨级及以下液压挖掘机、6吨级及以下轮式装载机、220马力及以下平地机、压路机、叉车、135吨级及以下电力传动非公路自卸翻斗车、60吨级及以下液力机械传动非公路自卸翻斗车、沥青混凝土搅拌与摊铺设备和高空作业机械、园林机械和机具、商品混凝土机械（托泵、搅拌车、搅拌站、泵车）制造,,320马力及以下推土机、30吨级及以下液压挖掘机、6吨级及以下轮式装载机、220马力及以下平地机、压路机、叉车、135吨级及以下电力传动非公路自卸翻斗车、60吨级及以下液力机械传动非公路自卸翻斗车、沥青混凝土搅拌与摊铺设备和高空作业机械、园林机械和机具、商品混凝土机械（托泵、搅拌车、搅拌站、泵车）制造
342,（十二）,交通运输设备制造业,,交通运输设备制造业
343,1,船舶（含分段）的修理、设计与制造（中方控股）,中方控股,船舶（含分段）的修理、设计与制造
344,（十三）,通信设备、计算机及其他电子设备制造业,,通信设备、计算机及其他电子设备制造业
345,1,卫星电视广播地面接收设施及关键件生产,,卫星电视广播地面接收设施及关键件生产
346,三、,制造业,,制造业
347,（一）,饮料制造业,,饮料制造业
348,1,我国传统工艺的绿茶及特种茶加工（名茶、黑茶等）,,我国传统工艺的绿茶及特种茶加工（名茶、黑茶等）
349,（二）,医药制造业,,医药制造业
350,1,列入《野生药材资源保护条例》和《中国珍稀、濒危保护植物名录》的中药材加工,,列入《野生药材资源保护条例》和《中国珍稀、濒危保护植物名录》的中药材加工
351,2,中药饮片的蒸、炒、灸、煅等炮制技术的应用及中成药保密处方产品的生产,,中药饮片的蒸、炒、灸、煅等炮制技术的应用及中成药保密处方产品的生产
352,（三）,有色金属冶炼及压延加工业,,有色金属冶炼及压延加工业
353,1,放射性矿产的冶炼、加工,,放射性矿产的冶炼、加工
354,（四）,专用设备制造业,,专用设备制造业
355,1,武器弹药制造,,武器弹药制造
356,（五）,电气机械及器材制造业,,电气机械及器材制造业
357,1,开口式（即酸雾直接外排式）铅酸电池、含汞扣式氧化银电池、含汞扣式碱性锌锰电池、糊式锌锰电池、镉镍电池制造,,开口式（即酸雾直接外排式）铅酸电池、含汞扣式氧化银电池、含汞扣式碱性锌锰电池、糊式锌锰电池、镉镍电池制造
358,（六）,工业品及其他制造业,,工业品及其他制造业
359,1,象牙雕刻,,象牙雕刻
360,2,虎骨加工,,虎骨加工
361,3,脱胎漆器生产,,脱胎漆器生产
362,4,珐琅制品生产,,珐琅制品生产
363,5,宣纸、墨锭生产,,宣纸、墨锭生产
364,6,致癌、致畸、致突变产品和持久性有机污染物产品生产,,致癌、致畸、致突变产品和持久性有机污染物产品生产
